row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Dự phòng,01/01/2020 (đã điều chỉnh) > Giá trị,01/01/2020 (đã điều chỉnh) > Dự phòng,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Dự phòng,numeric__01/01/2020 (đã điều chỉnh) > Giá trị,numeric__01/01/2020 (đã điều chỉnh) > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
"Ký cược, ký quỹ","a) Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",3.546.317.369,-,4.027.434.425,-,3546317369.0,,4027434425.0,
Phải thu về tiền tạm ứng,a) Ngắn hạn > Phải thu về tiền tạm ứng,Phải thu về tiền tạm ứng,19.239.561.413,(186.387.002),25.325.709.855,-,19239561413.0,-186387002.0,25325709855.0,
Phải thu về cổ tức và lợi nhuận được chia,a) Ngắn hạn > Phải thu về cổ tức và lợi nhuận được chia,Phải thu về cổ tức và lợi nhuận được chia,3.056.436.963,(3.056.436.963),3.056.436.963,-,3056436963.0,-3056436963.0,3056436963.0,
"Phải thu các đơn vị tiền lãi vay, thù lao, bảo hiểm và các khoản trả thay khác","a) Ngắn hạn > Phải thu các đơn vị tiền lãi vay, thù lao, bảo hiểm và các khoản trả thay khác","Phải thu các đơn vị tiền lãi vay, thù lao, bảo hiểm và các khoản trả thay khác",9.668.264.629,(9.668.264.629),9.668.264.629,-,9668264629.0,-9668264629.0,9668264629.0,
Phải thu khác,a) Ngắn hạn > Phải thu khác,Phải thu khác,76.037.977.357,(14.959.402.249),59.114.488.946,(7.450.964.263),76037977357.0,-14959402249.0,59114488946.0,-7450964263.0
- Phải thu về lãi tiền gửi,a) Ngắn hạn > - Phải thu về lãi tiền gửi,- Phải thu về lãi tiền gửi,689.661.881,-,2.464.870.345,-,689661881.0,,2464870345.0,
- Phải thu theo quyết toán khối lượng được nghiệm thu,a) Ngắn hạn > - Phải thu theo quyết toán khối lượng được nghiệm thu,- Phải thu theo quyết toán khối lượng được nghiệm thu,3.874.271.768,(2.217.348.281),4.514.611.507,(1.185.240.210),3874271768.0,-2217348281.0,4514611507.0,-1185240210.0
- Phải thu Công ty Cổ phần Phát triển và Kinh doanh nhà Vĩnh Phúc (7.1),a) Ngắn hạn > - Phải thu Công ty Cổ phần Phát triển và Kinh doanh nhà Vĩnh Phúc (7.1),- Phải thu Công ty Cổ phần Phát triển và Kinh doanh nhà Vĩnh Phúc (7.1),5.000.000.000,(5.000.000.000),5.000.000.000,-,5000000000.0,-5000000000.0,5000000000.0,
- Phải thu về tiền đến bù giải phóng mặt bằng tại Khu công nghiệp Phong Điền,a) Ngắn hạn > - Phải thu về tiền đến bù giải phóng mặt bằng tại Khu công nghiệp Phong Điền,- Phải thu về tiền đến bù giải phóng mặt bằng tại Khu công nghiệp Phong Điền,7.171.308.000,-,-,-,7171308000.0,,,
- Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,a) Ngắn hạn > - Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,- Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,-,-,5.000.000.000,(5.000.000.000),,,5000000000.0,-5000000000.0
- Phải thu Công ty Cổ phần Bê tông khí Viglacera,a) Ngắn hạn > - Phải thu Công ty Cổ phần Bê tông khí Viglacera,- Phải thu Công ty Cổ phần Bê tông khí Viglacera,12.272.727.264,-,6.136.363.632,-,12272727264.0,,6136363632.0,
- Chi phí Quy hoạch tai Thị trấn Chở - Bắc Ninh,a) Ngắn hạn > - Chi phí Quy hoạch tai Thị trấn Chở - Bắc Ninh,- Chi phí Quy hoạch tai Thị trấn Chở - Bắc Ninh,3.413.731.000,-,3.413.731.000,-,3413731000.0,,3413731000.0,
- Thuế TNDN tạm nộp hoạt động Bất động sản,a) Ngắn hạn > - Thuế TNDN tạm nộp hoạt động Bất động sản,- Thuế TNDN tạm nộp hoạt động Bất động sản,19.652.498.930,-,14.079.530.551,-,19652498930.0,,14079530551.0,
- Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),a) Ngắn hạn > - Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),- Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),887.271.500,-,887.271.500,-,887271500.0,,887271500.0,
- Phải thu Công ty Cổ phần Tập đoàn FLC,a) Ngắn hạn > - Phải thu Công ty Cổ phần Tập đoàn FLC,- Phải thu Công ty Cổ phần Tập đoàn FLC,2.769.083.558,(2.769.083.558),-,-,2769083558.0,-2769083558.0,,
- Phải thu về tiền bán hàng và hàng gửi bán,a) Ngắn hạn > - Phải thu về tiền bán hàng và hàng gửi bán,- Phải thu về tiền bán hàng và hàng gửi bán,1.129.175.628,(1.079.337.051),1.154.644.608,(1.079.337.051),1129175628.0,-1079337051.0,1154644608.0,-1079337051.0
- Phải thu về lượng khoản đã chi,a) Ngắn hạn > - Phải thu về lượng khoản đã chi,- Phải thu về lượng khoản đã chi,5.425.745.576,-,-,-,5425745576.0,,,
- Các khoản phải thu khác,a) Ngắn hạn > - Các khoản phải thu khác,- Các khoản phải thu khác,13.752.502.252,(3.893.633.359),16.463.465.803,(186.387.002),13752502252.0,-3893633359.0,16463465803.0,-186387002.0
,,,111.548.557.731,(27.870.490.843),101.192.334.818,(7.450.964.263),111548557731.0,-27870490843.0,101192334818.0,-7450964263.0
