row_label_raw,row_label_full,Ông Lê Tiến Trường,Chủ tịch,numeric__Chủ tịch
Ông Trần Quang Nghị,Ông Trần Quang Nghị,Ông Trần Quang Nghị,Phó Chủ tịch,
Ông Cao Hữu Hiếu,Ông Cao Hữu Hiếu,Ông Cao Hữu Hiếu,Thành viên,
Ông Đăng Vũ Hùng,Ông Đăng Vũ Hùng,Ông Đăng Vũ Hùng,Thành viên,
Ông Vũ Hồng Tuấn,Ông Vũ Hồng Tuấn,Ông Vũ Hồng Tuấn,Thành viên,
Ông Nguyễn Xuân Đông,Ông Nguyễn Xuân Đông,Ông Nguyễn Xuân Đông,Thành viên,
Bà Lê Ngọc Diệp,Bà Lê Ngọc Diệp,Bà Lê Ngọc Diệp,Thành viên,
