row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2017 triệu đồng,Năm 2016 triệu đồng,numeric__Thuyết minh,numeric__Năm 2017 triệu đồng,numeric__Năm 2016 triệu đồng
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,7.432.862,4.972.948,,7432862.0,4972948.0
Chi phí lãi và các khoản chi phí tương tự đã trả,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các khoản chi phí tương tự đã trả,Chi phí lãi và các khoản chi phí tương tự đã trả,,(3.206.477),(2.533.790),,-3206477.0,-2533790.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,406.891,255.636,,406891.0,255636.0
"Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ",,98.452,174.259,,98452.0,174259.0
(Chi phí)/Thu nhập khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Chi phí)/Thu nhập khác,(Chi phí)/Thu nhập khác,,(7.349),183.186,,-7349.0,183186.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,107.399,134.095,,107399.0,134095.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(2.243.553),(2.002.915),,-2243553.0,-2002915.0
Tiền thuế thu nhập doanh nghiệp nộp trong năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp nộp trong năm,Tiền thuế thu nhập doanh nghiệp nộp trong năm,21,(182.472),(158.347),21.0,-182472.0,-158347.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,2.405.753,1.025.072,,2405753.0,1025072.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
Tăng các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Những thay đổi về tài sản hoạt động > Tăng các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Tăng các khoản tiền gửi và cho vay các tổ chức tín dụng khác,,(217.873),(492.377),,-217873.0,-492377.0
Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Giảm/(Tăng) các khoản về kinh doanh chứng khoán,,3.117.631,(2.434.948),,3117631.0,-2434948.0
Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,100.762,65.031,,100762.0,65031.0
Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(20.640.411),(12.402.552),,-20640411.0,-12402552.0
"Giảm nguồn dự phòng để bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(603.092),(440.695),,-603092.0,-440695.0
Tăng khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(121.737),(575),,-121737.0,-575.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,,1.000.000,(8.472.331),,1000000.0,-8472331.0
"Tăng các khoản tiền gửi, vay các TCTD khác","Những thay đổi về công nợ hoạt động > Tăng các khoản tiền gửi, vay các TCTD khác","Tăng các khoản tiền gửi, vay các TCTD khác",,433.525,20.562.325,,433525.0,20562325.0
Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,9.116.911,5.956.878,,9116911.0,5956878.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,7.045.061,2.000.000,,7045061.0,2000000.0
"Giảm vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > Giảm vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Giảm vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",,(26.227),(15.450),,-26227.0,-15450.0
Tăng/(Giảm) của công nợ khác,Những thay đổi về công nợ hoạt động > Tăng/(Giảm) của công nợ khác,Tăng/(Giảm) của công nợ khác,,155.273,(205.885),,155273.0,-205885.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.765.576,5.144.493,,1765576.0,5144493.0
